fy,level,func_cat_code,func_code,func_desc,districts,gen_fund_total,grants_revolving_total,total,grant_share,per_pupil_basis,per_pupil_min,per_pupil_p25,per_pupil_median,per_pupil_p75,per_pupil_max,lunenburg_per_pupil,lunenburg_rank_of_districts,doc_id
2010,detail,LDRS,2250,Admin. Technology (School Level),236,26384051,2524901,28908952,0.0873,"per pupil, in-district FTE",0,10.0,44.0,102.0,712,,,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,LDRS,2315,Instructional Coordinators (Non-Supervisory),204,23876760,17280343,41157103,0.4199,"per pupil, in-district FTE",0,14.0,42.0,96.5,527,17,144 of 204,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,MATL,2410,"Textbooks, Related Software/Media/Matls",322,43782787,32645724,76428511,0.4271,"per pupil, in-district FTE",1,29.0,57.0,86.8,1011,20,279 of 322,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,MATL,2415,Other Instructional Matls (Libraries),314,31454246,21650755,53105001,0.4077,"per pupil, in-district FTE",0,10.0,28.0,79.0,1074,39,132 of 314,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,MATL,2420,Instructional Equipment,274,22089181,7749274,29838455,0.2597,"per pupil, in-district FTE",-8,9.0,27.0,58.0,782,25,145 of 274,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,MATL,2430,General Classroom Supplies,315,48086803,18552092,66638891,0.2784,"per pupil, in-district FTE",0,38.0,72.0,115.5,1353,16,291 of 315,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,MATL,2440,Other Instructional Services,298,28590713,44386776,72977489,0.6082,"per pupil, in-district FTE",0,10.0,36.0,114.2,782,3,264 of 298,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,MATL,2451,Classroom Instructional Technology,273,29890920,16058079,45948999,0.3495,"per pupil, in-district FTE",0,13.0,35.0,81.0,614,9,216 of 273,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,MATL,2453,Other Instructional Hardware (Libraries),163,5534902,6934749,12469651,0.5561,"per pupil, in-district FTE",-1,2.0,8.0,25.5,344,,,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,MATL,2455,Instructional Software,210,5981849,1853200,7835049,0.2365,"per pupil, in-district FTE",0,3.0,11.0,21.0,137,,,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,OPMN,4110,Custodial Services,327,323865187,9920107,333785296,0.0297,"per pupil, in-district FTE",4,307.0,364.0,451.5,1662,372,153 of 327,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,OPMN,4120,Heating of Buildings,317,108128990,1354845,109483834,0.0124,"per pupil, in-district FTE",2,103.0,133.0,171.0,1116,114,202 of 317,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,OPMN,4130,Utility Services,328,214620484,5808474,220428963,0.0264,"per pupil, in-district FTE",10,176.8,213.0,277.5,940,190,223 of 328,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,OPMN,4210,Maintenance of Grounds,300,42495170,627243,43122413,0.0145,"per pupil, in-district FTE",0,20.8,42.0,75.0,758,33,178 of 300,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,OPMN,4220,Maintenance of Buildings,326,185066505,7327628,192394129,0.0381,"per pupil, in-district FTE",0,100.5,154.5,235.0,1405,94,250 of 326,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,OPMN,4225,Building Security System,126,1795818,475748,2271566,0.2094,"per pupil, in-district FTE",0,2.0,4.0,10.0,40,,,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,OPMN,4230,Maintenance of Equipment,286,20152586,1235508,21388095,0.0578,"per pupil, in-district FTE",0,12.0,24.5,49.0,699,18,175 of 286,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,OPMN,4300,Extraordinary Maintenance,114,19393191,3181816,22575007,0.1409,"per pupil, in-district FTE",-1,16.2,33.0,82.8,679,25,70 of 114,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,OPMN,4400,Networking and Telecommunications,166,13501907,446053,13947961,0.0320,"per pupil, in-district FTE",0,11.0,24.0,38.0,307,,,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,OPMN,4450,Technology Maintenance,155,11663582,441939,12105521,0.0365,"per pupil, in-district FTE",0,4.0,18.0,49.5,645,,,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,PDEV,2351,Professional Development Leadership,160,11182265,6377911,17560176,0.3632,"per pupil, in-district FTE",0,5.8,16.0,44.5,365,,,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,PDEV,2353,Instructional Staff-Professional Days,234,56376727,3454337,59831064,0.0577,"per pupil, in-district FTE",0,33.2,74.5,111.0,366,,,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,PDEV,2355,Substitutes for Prof. Development,189,4247314,1498367,5745680,0.2608,"per pupil, in-district FTE",0,3.0,7.0,12.0,125,1,168 of 189,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,PDEV,2357,"Prof. Dev. Stipends, Providers, Expenses",319,34410583,92401973,126812556,0.7287,"per pupil, in-district FTE",1,38.0,68.0,117.0,684,91,117 of 319,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,SERV,3100,Attendance and Parent Liaison Services,136,12674960,1750954,14425915,0.1214,"per pupil, in-district FTE",0,2.0,8.0,31.5,335,,,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,SERV,3200,Medical/Health Services,327,118998429,7706401,126704828,0.0608,"per pupil, in-district FTE",1,104.5,129.0,169.0,1008,111,221 of 327,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,SERV,3300,Transportation Services,327,393059580,27695379,420754951,0.0658,"per pupil, in-district FTE",0,298.0,419.0,576.5,2255,346,212 of 327,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,SERV,3400,Food Services,321,14192556,297882527,312075080,0.9545,"per pupil, in-district FTE",2,260.0,319.0,381.0,920,310,177 of 321,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,SERV,3510,Athletics,274,89865034,31630897,121495930,0.2603,"per pupil, in-district FTE",0,107.0,154.5,218.0,839,140,156 of 274,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,SERV,3520,Other Student Activities,292,21797667,34027016,55824679,0.6095,"per pupil, in-district FTE",0,24.0,47.0,97.0,598,90,84 of 292,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,SERV,3600,School Security,149,26064211,983192,27047402,0.0364,"per pupil, in-district FTE",0,8.0,22.0,48.0,373,,,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,TCHR,2305,"Teachers, Classroom",328,3774136981,336170151,4110307132,0.0818,"per pupil, in-district FTE",2391,3835.8,4262.0,5021.0,9601,3612,280 of 328,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,TCHR,2310,"Teachers, Specialists",293,392244353,96876849,489121203,0.1981,"per pupil, in-district FTE",0,159.0,527.0,828.0,2954,736,95 of 293,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,TSER,2320,Medical/ Therapeutic Services,298,182889315,22800777,205690092,0.1109,"per pupil, in-district FTE",0,123.0,214.0,305.5,829,171,180 of 298,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,TSER,2325,Substitute Teachers,327,96576321,2497034,99073355,0.0252,"per pupil, in-district FTE",1,69.0,95.0,123.0,384,74,230 of 327,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,TSER,2330,Paraprofessionals,328,374103418,136834836,510938254,0.2678,"per pupil, in-district FTE",43,395.8,530.0,705.0,1943,623,115 of 328,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,TSER,2340,Librarians/Media Center Directors,319,71546638,1954426,73501064,0.0266,"per pupil, in-district FTE",8,57.5,88.0,129.5,546,68,209 of 319,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,TUIT,9100,Tuition to Mass. Schools,246,79723302,16251612,95974912,0.1693,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,TUIT,9110,Tuition for School Choice,259,67541666,0,67541666,0.0000,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,TUIT,9120,Tuition to Commonwealth Charter Schools,247,275490955,0,275490955,0.0000,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,TUIT,9125,Tuition to Horace Mann Charter Schools,11,16624215,1986198,18610413,0.1067,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,TUIT,9200,Tuition to Out-of-State Schools,88,17034525,4355302,21389827,0.2036,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,TUIT,9300,Tuition to Non-Public Schools,265,302821033,147094457,449915487,0.3269,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2010,detail,TUIT,9400,Tuition to Collaboratives,245,129691177,32801058,162492236,0.2019,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2010,rollup,IIII,IIII,In-district Expenditure,328,10160121476,1507390572,11667512050,0.1292,"per pupil, in-district FTE",7823,10635.5,12040.0,14563.8,36585,10566,253 of 328,sources/state-dese/district-expenditures-by-function.xlsx
2010,rollup,OODD,OODD,Out-of-district Expenditure,320,997957584,202488624,1200446208,0.1687,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2010,total,TTPP,TTPP,"Expenditure (Admin, Instruction, Operations)",328,11158079059,1709879192,12867958254,0.1329,"per pupil, in-district FTE",9135,11267.0,12449.5,14549.0,29119,10720,280 of 328,sources/state-dese/district-expenditures-by-function.xlsx
2011,category,ADMN,ADMN,Administration,328,395733099,17966428,413699523,0.0434,"per pupil, in-district FTE",191,369.8,463.5,615.5,4352,332,278 of 328,sources/state-dese/district-expenditures-by-function.xlsx
2011,category,BENE,BENE,"Insurance, Retirement Programs and Other",328,2017558161,108316365,2125874518,0.0510,"per pupil, in-district FTE",455,1697.0,2149.5,2662.2,12456,1874,218 of 328,sources/state-dese/district-expenditures-by-function.xlsx
2011,category,GUID,GUID,"Guidance, Counseling and Testing",326,320044713,24377425,344422138,0.0708,"per pupil, in-district FTE",51,292.2,366.0,469.2,1389,366,162 of 326,sources/state-dese/district-expenditures-by-function.xlsx
2011,category,LDRS,LDRS,Instructional Leadership,328,677973957,91827340,769801297,0.1193,"per pupil, in-district FTE",159,645.8,788.0,997.8,2231,668,229 of 328,sources/state-dese/district-expenditures-by-function.xlsx
2011,category,MATL,MATL,"Instructional Materials, Equipment and Technology",328,215050134,175081990,390132127,0.4488,"per pupil, in-district FTE",46,245.5,337.5,514.8,2273,112,322 of 328,sources/state-dese/district-expenditures-by-function.xlsx
2011,category,ODTR,ODTR,Out-of-district Transportation,286,104566260,0,104566260,0.0000,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2011,category,OPMN,OPMN,Operations and Maintenance,328,948601405,38399927,987001337,0.0389,"per pupil, in-district FTE",511,901.2,1063.5,1275.5,4955,822,277 of 328,sources/state-dese/district-expenditures-by-function.xlsx
2011,category,PDEV,PDEV,Professional Development,327,106006659,114063351,220070010,0.5183,"per pupil, in-district FTE",26,88.5,143.0,215.0,1002,146,159 of 327,sources/state-dese/district-expenditures-by-function.xlsx
2011,category,SERV,SERV,Pupil Services,328,688166114,417843374,1106009493,0.3778,"per pupil, in-district FTE",290,926.2,1111.5,1389.0,3592,1065,184 of 328,sources/state-dese/district-expenditures-by-function.xlsx
2011,category,TCHR,TCHR,Teachers,328,4214897892,434147730,4649045623,0.0934,"per pupil, in-district FTE",3039,4403.2,4895.5,5726.2,10680,4352,257 of 328,sources/state-dese/district-expenditures-by-function.xlsx
2011,category,TSER,TSER,Other Teaching Services,328,729458470,187178763,916637233,0.2042,"per pupil, in-district FTE",221,759.8,917.0,1246.8,3313,996,137 of 328,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,ADMN,1110,School Committee,325,20031665,101065,20132730,0.0050,"per pupil, in-district FTE",0,5.0,11.0,27.0,436,0,320 of 325,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,ADMN,1210,Superintendent,328,71075393,1917166,72992560,0.0263,"per pupil, in-district FTE",15,68.0,106.0,182.2,779,128,136 of 328,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,ADMN,1220,Assistant Superintendents,143,22890674,1729424,24620098,0.0702,"per pupil, in-district FTE",0,27.0,42.0,54.5,270,,,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,ADMN,1230,Other District-Wide Administration,159,20438387,5971442,26409828,0.2261,"per pupil, in-district FTE",0,11.0,30.0,63.0,1478,,,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,ADMN,1410,Business and Finance,324,146052339,2685340,148737682,0.0181,"per pupil, in-district FTE",4,115.8,170.0,235.2,2664,169,164 of 324,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,ADMN,1420,Human Resources and Benefits,215,30014606,1471931,31486536,0.0467,"per pupil, in-district FTE",0,18.0,31.0,56.0,835,,,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,ADMN,1430,Legal Service for School Committee,316,17185480,436724,17622204,0.0248,"per pupil, in-district FTE",0,10.8,17.0,31.0,157,8,252 of 316,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,ADMN,1435,Legal Settlements,58,2345010,188048,2533058,0.0742,"per pupil, in-district FTE",0,4.0,10.0,16.8,126,,,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,ADMN,1450,District-wide Information Mgmt & Tech,288,65699555,3465288,69164840,0.0501,"per pupil, in-district FTE",0,32.8,70.0,111.8,757,26,232 of 288,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,BENE,5100,Employer Retirement Contributions,323,316084968,30165901,346250869,0.0871,"per pupil, in-district FTE",10,248.0,341.0,458.0,2758,119,308 of 323,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,BENE,5200,Insurance for Active Employees,328,1236370654,70073520,1306444174,0.0536,"per pupil, in-district FTE",210,1012.8,1321.5,1720.2,4836,1161,207 of 328,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,BENE,5250,Insurance for Retired School Employees,295,378228061,1148375,379376436,0.0030,"per pupil, in-district FTE",4,236.0,383.0,566.5,4215,545,85 of 295,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,BENE,5260,Other Non-Employee Insurance,302,46090666,645684,46736349,0.0138,"per pupil, in-district FTE",-27,33.0,58.0,113.8,1079,49,172 of 302,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,BENE,5300,Rental Lease of Equipment,103,5536386,736992,6273379,0.1175,"per pupil, in-district FTE",0,3.0,18.0,31.5,761,,,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,BENE,5350,Rental Lease of Buildings,63,3707083,1403470,5110552,0.2746,"per pupil, in-district FTE",0,6.0,12.0,23.5,61,,,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,BENE,5400,Short Term Interest RANs,18,339868,0,339868,0.0000,"per pupil, in-district FTE",0,0.2,1.5,3.0,27,,,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,BENE,5500,Other Fixed Charges,87,18640750,4054901,22695651,0.1787,"per pupil, in-district FTE",0,3.0,13.0,31.0,352,,,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,BENE,5550,School Crossing Guards,129,12559725,87524,12647249,0.0069,"per pupil, in-district FTE",0,6.0,13.0,24.0,350,,,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,GUID,2710,Guidance incl Adjustment Counselors,311,222940953,10236710,233177663,0.0439,"per pupil, in-district FTE",4,191.0,262.0,359.5,1103,282,133 of 311,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,GUID,2720,Testing and Assessment,220,7358779,5396784,12755563,0.4231,"per pupil, in-district FTE",0,2.0,7.0,18.2,356,,,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,GUID,2800,Psychological Services,310,89744978,8743931,98488909,0.0888,"per pupil, in-district FTE",0,67.0,96.0,136.8,642,85,182 of 310,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,LDRS,2110,Curriculum Directors  (Supervisory),312,113573432,42217035,155790467,0.2710,"per pupil, in-district FTE",1,99.0,160.0,230.8,1276,211,91 of 312,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,LDRS,2120,Department Heads  (Non-Supervisory),141,15990611,4587982,20578593,0.2229,"per pupil, in-district FTE",0,6.0,27.0,61.0,1291,2,125 of 141,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,LDRS,2210,School Leadership,326,427423926,16869938,444293864,0.0380,"per pupil, in-district FTE",78,400.5,459.5,569.5,1710,431,197 of 326,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,LDRS,2220,Curriculum/Dept Leaders (School Level),193,60342348,5693593,66035941,0.0862,"per pupil, in-district FTE",0,14.0,41.0,99.0,776,8,162 of 193,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,LDRS,2250,Admin. Technology (School Level),235,33354130,1996297,35350427,0.0565,"per pupil, in-district FTE",0,11.0,48.0,107.0,570,,,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,LDRS,2315,Instructional Coordinators (Non-Supervisory),202,27289513,20462495,47752008,0.4285,"per pupil, in-district FTE",0,15.2,46.5,109.0,470,16,148 of 202,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,MATL,2410,"Textbooks, Related Software/Media/Matls",322,41313690,26936310,68250000,0.3947,"per pupil, in-district FTE",2,29.2,55.5,89.8,1014,12,300 of 322,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,MATL,2415,Other Instructional Matls (Libraries),311,31947634,25793164,57740798,0.4467,"per pupil, in-district FTE",0,11.5,30.0,72.0,874,37,133 of 311,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,MATL,2420,Instructional Equipment,279,19884162,6522796,26406958,0.2470,"per pupil, in-district FTE",0,9.0,25.0,51.0,783,23,145 of 279,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,MATL,2430,General Classroom Supplies,317,57001339,20991576,77992908,0.2691,"per pupil, in-district FTE",0,37.0,72.0,117.0,1316,24,276 of 317,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,MATL,2440,Other Instructional Services,300,28425185,60413520,88838705,0.6800,"per pupil, in-district FTE",-5,10.0,42.5,116.2,1093,5,244 of 300,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,MATL,2451,Classroom Instructional Technology,272,23967799,26069574,50037373,0.5210,"per pupil, in-district FTE",0,17.0,43.5,88.2,564,11,224 of 272,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,MATL,2453,Other Instructional Hardware (Libraries),158,5770391,4411422,10181813,0.4333,"per pupil, in-district FTE",0,2.2,8.0,35.8,604,,,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,MATL,2455,Instructional Software,203,6739938,3943628,10683566,0.3691,"per pupil, in-district FTE",0,4.0,10.0,23.5,125,,,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,OPMN,4110,Custodial Services,326,319529295,14702982,334232280,0.0440,"per pupil, in-district FTE",2,314.5,368.0,451.8,1757,390,136 of 326,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,OPMN,4120,Heating of Buildings,320,117256753,1614568,118871319,0.0136,"per pupil, in-district FTE",4,110.8,149.0,186.5,1197,139,180 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,OPMN,4130,Utility Services,328,218228154,5608321,223836477,0.0251,"per pupil, in-district FTE",2,175.8,220.0,288.0,897,175,247 of 328,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,OPMN,4210,Maintenance of Grounds,300,45279050,1269999,46549049,0.0273,"per pupil, in-district FTE",0,21.0,44.0,89.8,718,5,271 of 300,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,OPMN,4220,Maintenance of Buildings,327,177977208,9728931,187706137,0.0518,"per pupil, in-district FTE",0,103.5,168.0,244.0,1255,67,287 of 327,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,OPMN,4225,Building Security System,115,1872403,143218,2015621,0.0711,"per pupil, in-district FTE",0,2.0,5.0,10.0,143,,,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,OPMN,4230,Maintenance of Equipment,280,22263629,1025311,23288941,0.0440,"per pupil, in-district FTE",0,11.0,27.5,52.2,678,17,174 of 280,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,OPMN,4300,Extraordinary Maintenance,129,20967187,3381746,24348934,0.1389,"per pupil, in-district FTE",1,14.0,34.0,91.0,780,30,70 of 129,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,OPMN,4400,Networking and Telecommunications,174,14142161,549124,14691285,0.0374,"per pupil, in-district FTE",0,11.0,21.5,42.5,195,,,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,OPMN,4450,Technology Maintenance,137,11085562,375735,11461297,0.0328,"per pupil, in-district FTE",0,9.0,22.0,47.0,167,,,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,PDEV,2351,Professional Development Leadership,166,10974202,5657371,16631573,0.3402,"per pupil, in-district FTE",0,5.0,15.0,34.8,324,,,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,PDEV,2353,Instructional Staff-Professional Days,223,55224934,4003341,59228275,0.0676,"per pupil, in-district FTE",0,42.0,79.0,114.0,375,,,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,PDEV,2355,Substitutes for Prof. Development,188,3323985,1899538,5223523,0.3637,"per pupil, in-district FTE",0,3.0,7.0,13.0,131,0,181 of 188,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,PDEV,2357,"Prof. Dev. Stipends, Providers, Expenses",316,36483537,102503101,138986638,0.7375,"per pupil, in-district FTE",3,39.0,68.0,123.2,767,146,53 of 316,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,SERV,3100,Attendance and Parent Liaison Services,135,12974852,2835911,15810763,0.1794,"per pupil, in-district FTE",0,2.0,7.0,26.5,302,,,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,SERV,3200,Medical/Health Services,328,123891409,7292172,131183583,0.0556,"per pupil, in-district FTE",3,107.8,133.0,170.2,1047,120,205 of 328,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,SERV,3300,Transportation Services,327,401962115,31996365,433958485,0.0737,"per pupil, in-district FTE",0,304.5,437.0,630.0,2302,330,232 of 327,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,SERV,3400,Food Services,323,13090632,302833164,315923796,0.9586,"per pupil, in-district FTE",2,264.0,316.0,387.0,878,344,128 of 323,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,SERV,3510,Athletics,272,88459519,34438818,122898327,0.2802,"per pupil, in-district FTE",0,111.0,160.5,226.2,896,177,110 of 272,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,SERV,3520,Other Student Activities,291,21828527,36192131,58020657,0.6238,"per pupil, in-district FTE",0,27.5,52.0,98.0,568,94,78 of 291,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,SERV,3600,School Security,152,25959070,2254819,28213888,0.0799,"per pupil, in-district FTE",0,12.0,24.0,51.5,366,,,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,TCHR,2305,"Teachers, Classroom",328,3819913587,332678257,4152591841,0.0801,"per pupil, in-district FTE",2158,3940.0,4346.0,5153.2,8937,3733,267 of 328,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,TCHR,2310,"Teachers, Specialists",290,394984310,101469479,496453793,0.2044,"per pupil, in-district FTE",1,177.8,541.0,925.2,3039,619,130 of 290,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,TSER,2320,Medical/ Therapeutic Services,296,180839137,23515978,204355115,0.1151,"per pupil, in-district FTE",0,122.8,219.5,315.0,1040,228,144 of 296,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,TSER,2325,Substitute Teachers,327,102238506,2192230,104430736,0.0210,"per pupil, in-district FTE",1,70.5,96.0,132.0,390,76,233 of 327,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,TSER,2330,Paraprofessionals,328,378013743,159034552,537048295,0.2961,"per pupil, in-district FTE",41,424.5,560.5,762.2,2045,623,133 of 328,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,TSER,2340,Librarians/Media Center Directors,317,68367088,2436003,70803091,0.0344,"per pupil, in-district FTE",9,55.0,87.0,129.0,590,69,205 of 317,sources/state-dese/district-expenditures-by-function.xlsx
2011,detail,TUIT,9100,Tuition to Mass. Schools,276,88472191,14563348,103035539,0.1413,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
